"SEX","GEO","TIME","AGE","UNIT","Value","Flag and Footnotes"
"Males","Portugal","1990","Less than 1 year","Number","732.0",""
"Males","Portugal","1990","1 year","Number","78.0",""
"Males","Portugal","1990","2 years","Number","43.0",""
"Males","Portugal","1990","3 years","Number","49.0",""
"Males","Portugal","1990","4 years","Number","31.0",""
"Males","Portugal","1990","5 years","Number","27.0",""
"Males","Portugal","1990","6 years","Number","26.0",""
"Males","Portugal","1990","7 years","Number","32.0",""
"Males","Portugal","1990","8 years","Number","33.0",""
"Males","Portugal","1990","9 years","Number","29.0",""
"Males","Portugal","1990","10 years","Number","33.0",""
"Males","Portugal","1990","11 years","Number","30.0",""
"Males","Portugal","1990","12 years","Number","39.0",""
"Males","Portugal","1990","13 years","Number","44.0",""
"Males","Portugal","1990","14 years","Number","53.0",""
"Males","Portugal","1990","15 years","Number","64.0",""
"Males","Portugal","1990","16 years","Number","113.0",""
"Males","Portugal","1990","17 years","Number","128.0",""
"Males","Portugal","1990","18 years","Number","142.0",""
"Males","Portugal","1990","19 years","Number","193.0",""
"Males","Portugal","1990","20 years","Number","145.0",""
"Males","Portugal","1990","21 years","Number","149.0",""
"Males","Portugal","1990","22 years","Number","155.0",""
"Males","Portugal","1990","23 years","Number","158.0",""
"Males","Portugal","1990","24 years","Number","150.0",""
"Males","Portugal","1990","25 years","Number","131.0",""
"Males","Portugal","1990","26 years","Number","161.0",""
"Males","Portugal","1990","27 years","Number","119.0",""
"Males","Portugal","1990","28 years","Number","146.0",""
"Males","Portugal","1990","29 years","Number","157.0",""
"Males","Portugal","1990","30 years","Number","159.0",""
"Males","Portugal","1990","31 years","Number","151.0",""
"Males","Portugal","1990","32 years","Number","142.0",""
"Males","Portugal","1990","33 years","Number","143.0",""
"Males","Portugal","1990","34 years","Number","146.0",""
"Males","Portugal","1990","35 years","Number","184.0",""
"Males","Portugal","1990","36 years","Number","152.0",""
"Males","Portugal","1990","37 years","Number","156.0",""
"Males","Portugal","1990","38 years","Number","164.0",""
"Males","Portugal","1990","39 years","Number","190.0",""
"Males","Portugal","1990","40 years","Number","192.0",""
"Males","Portugal","1990","41 years","Number","191.0",""
"Males","Portugal","1990","42 years","Number","213.0",""
"Males","Portugal","1990","43 years","Number","226.0",""
"Males","Portugal","1990","44 years","Number","221.0",""
"Males","Portugal","1990","45 years","Number","234.0",""
"Males","Portugal","1990","46 years","Number","257.0",""
"Males","Portugal","1990","47 years","Number","273.0",""
"Males","Portugal","1990","48 years","Number","232.0",""
"Males","Portugal","1990","49 years","Number","320.0",""
"Males","Portugal","1990","50 years","Number","337.0",""
"Males","Portugal","1990","51 years","Number","373.0",""
"Males","Portugal","1990","52 years","Number","395.0",""
"Males","Portugal","1990","53 years","Number","475.0",""
"Males","Portugal","1990","54 years","Number","520.0",""
"Males","Portugal","1990","55 years","Number","521.0",""
"Males","Portugal","1990","56 years","Number","576.0",""
"Males","Portugal","1990","57 years","Number","652.0",""
"Males","Portugal","1990","58 years","Number","721.0",""
"Males","Portugal","1990","59 years","Number","755.0",""
"Males","Portugal","1990","60 years","Number","771.0",""
"Males","Portugal","1990","61 years","Number","848.0",""
"Males","Portugal","1990","62 years","Number","854.0",""
"Males","Portugal","1990","63 years","Number","997.0",""
"Males","Portugal","1990","64 years","Number","1,070.0",""
"Males","Portugal","1990","65 years","Number","1,189.0",""
"Males","Portugal","1990","66 years","Number","1,167.0",""
"Males","Portugal","1990","67 years","Number","1,217.0",""
"Males","Portugal","1990","68 years","Number","1,253.0",""
"Males","Portugal","1990","69 years","Number","1,324.0",""
"Males","Portugal","1990","70 years","Number","1,329.0",""
"Males","Portugal","1990","71 years","Number","1,162.0",""
"Males","Portugal","1990","72 years","Number","1,339.0",""
"Males","Portugal","1990","73 years","Number","1,444.0",""
"Males","Portugal","1990","74 years","Number","1,615.0",""
"Males","Portugal","1990","75 years","Number","1,654.0",""
"Males","Portugal","1990","76 years","Number","1,644.0",""
"Males","Portugal","1990","77 years","Number","1,750.0",""
"Males","Portugal","1990","78 years","Number","1,810.0",""
"Males","Portugal","1990","79 years","Number","1,872.0",""
"Males","Portugal","1990","80 years","Number","1,789.0",""
"Males","Portugal","1990","81 years","Number","1,661.0",""
"Males","Portugal","1990","82 years","Number","1,566.0",""
"Males","Portugal","1990","83 years","Number","1,438.0",""
"Males","Portugal","1990","84 years","Number","1,330.0",""
"Males","Portugal","1990","85 years","Number","1,117.0",""
"Males","Portugal","1990","86 years","Number","1,058.0",""
"Males","Portugal","1990","87 years","Number","943.0",""
"Males","Portugal","1990","88 years","Number","798.0",""
"Males","Portugal","1990","89 years","Number","625.0",""
"Males","Portugal","1990","90 years","Number","475.0",""
"Males","Portugal","1990","91 years","Number","407.0",""
"Males","Portugal","1990","92 years","Number","304.0",""
"Males","Portugal","1990","93 years","Number","227.0",""
"Males","Portugal","1990","94 years","Number","146.0",""
"Males","Portugal","1990","95 years","Number","123.0",""
"Males","Portugal","1990","96 years","Number","81.0",""
"Males","Portugal","1990","97 years","Number","55.0",""
"Males","Portugal","1990","98 years","Number","34.0",""
"Males","Portugal","1990","99 years","Number","19.0",""
"Males","Portugal","1990","Open-ended age class","Number","27.0",""
"Males","Portugal","1991","Less than 1 year","Number","726.0",""
"Males","Portugal","1991","1 year","Number","63.0",""
"Males","Portugal","1991","2 years","Number","51.0",""
"Males","Portugal","1991","3 years","Number","38.0",""
"Males","Portugal","1991","4 years","Number","50.0",""
"Males","Portugal","1991","5 years","Number","32.0",""
"Males","Portugal","1991","6 years","Number","33.0",""
"Males","Portugal","1991","7 years","Number","39.0",""
"Males","Portugal","1991","8 years","Number","33.0",""
"Males","Portugal","1991","9 years","Number","34.0",""
"Males","Portugal","1991","10 years","Number","36.0",""
"Males","Portugal","1991","11 years","Number","42.0",""
"Males","Portugal","1991","12 years","Number","29.0",""
"Males","Portugal","1991","13 years","Number","40.0",""
"Males","Portugal","1991","14 years","Number","54.0",""
"Males","Portugal","1991","15 years","Number","85.0",""
"Males","Portugal","1991","16 years","Number","103.0",""
"Males","Portugal","1991","17 years","Number","144.0",""
"Males","Portugal","1991","18 years","Number","180.0",""
"Males","Portugal","1991","19 years","Number","159.0",""
"Males","Portugal","1991","20 years","Number","176.0",""
"Males","Portugal","1991","21 years","Number","157.0",""
"Males","Portugal","1991","22 years","Number","142.0",""
"Males","Portugal","1991","23 years","Number","159.0",""
"Males","Portugal","1991","24 years","Number","153.0",""
"Males","Portugal","1991","25 years","Number","173.0",""
"Males","Portugal","1991","26 years","Number","160.0",""
"Males","Portugal","1991","27 years","Number","143.0",""
"Males","Portugal","1991","28 years","Number","161.0",""
"Males","Portugal","1991","29 years","Number","156.0",""
"Males","Portugal","1991","30 years","Number","164.0",""
"Males","Portugal","1991","31 years","Number","178.0",""
"Males","Portugal","1991","32 years","Number","202.0",""
"Males","Portugal","1991","33 years","Number","161.0",""
"Males","Portugal","1991","34 years","Number","160.0",""
"Males","Portugal","1991","35 years","Number","163.0",""
"Males","Portugal","1991","36 years","Number","171.0",""
"Males","Portugal","1991","37 years","Number","167.0",""
"Males","Portugal","1991","38 years","Number","183.0",""
"Males","Portugal","1991","39 years","Number","198.0",""
"Males","Portugal","1991","40 years","Number","187.0",""
"Males","Portugal","1991","41 years","Number","187.0",""
"Males","Portugal","1991","42 years","Number","234.0",""
"Males","Portugal","1991","43 years","Number","226.0",""
"Males","Portugal","1991","44 years","Number","220.0",""
"Males","Portugal","1991","45 years","Number","235.0",""
"Males","Portugal","1991","46 years","Number","274.0",""
"Males","Portugal","1991","47 years","Number","288.0",""
"Males","Portugal","1991","48 years","Number","279.0",""
"Males","Portugal","1991","49 years","Number","301.0",""
"Males","Portugal","1991","50 years","Number","346.0",""
"Males","Portugal","1991","51 years","Number","364.0",""
"Males","Portugal","1991","52 years","Number","388.0",""
"Males","Portugal","1991","53 years","Number","467.0",""
"Males","Portugal","1991","54 years","Number","468.0",""
"Males","Portugal","1991","55 years","Number","562.0",""
"Males","Portugal","1991","56 years","Number","568.0",""
"Males","Portugal","1991","57 years","Number","580.0",""
"Males","Portugal","1991","58 years","Number","708.0",""
"Males","Portugal","1991","59 years","Number","789.0",""
"Males","Portugal","1991","60 years","Number","805.0",""
"Males","Portugal","1991","61 years","Number","884.0",""
"Males","Portugal","1991","62 years","Number","898.0",""
"Males","Portugal","1991","63 years","Number","1,005.0",""
"Males","Portugal","1991","64 years","Number","1,081.0",""
"Males","Portugal","1991","65 years","Number","1,165.0",""
"Males","Portugal","1991","66 years","Number","1,211.0",""
"Males","Portugal","1991","67 years","Number","1,210.0",""
"Males","Portugal","1991","68 years","Number","1,332.0",""
"Males","Portugal","1991","69 years","Number","1,355.0",""
"Males","Portugal","1991","70 years","Number","1,434.0",""
"Males","Portugal","1991","71 years","Number","1,399.0",""
"Males","Portugal","1991","72 years","Number","1,308.0",""
"Males","Portugal","1991","73 years","Number","1,373.0",""
"Males","Portugal","1991","74 years","Number","1,532.0",""
"Males","Portugal","1991","75 years","Number","1,644.0",""
"Males","Portugal","1991","76 years","Number","1,727.0",""
"Males","Portugal","1991","77 years","Number","1,727.0",""
"Males","Portugal","1991","78 years","Number","1,809.0",""
"Males","Portugal","1991","79 years","Number","1,817.0",""
"Males","Portugal","1991","80 years","Number","1,849.0",""
"Males","Portugal","1991","81 years","Number","1,722.0",""
"Males","Portugal","1991","82 years","Number","1,549.0",""
"Males","Portugal","1991","83 years","Number","1,486.0",""
"Males","Portugal","1991","84 years","Number","1,327.0",""
"Males","Portugal","1991","85 years","Number","1,190.0",""
"Males","Portugal","1991","86 years","Number","1,058.0",""
"Males","Portugal","1991","87 years","Number","960.0",""
"Males","Portugal","1991","88 years","Number","789.0",""
"Males","Portugal","1991","89 years","Number","637.0",""
"Males","Portugal","1991","90 years","Number","554.0",""
"Males","Portugal","1991","91 years","Number","397.0",""
"Males","Portugal","1991","92 years","Number","293.0",""
"Males","Portugal","1991","93 years","Number","228.0",""
"Males","Portugal","1991","94 years","Number","130.0",""
"Males","Portugal","1991","95 years","Number","111.0",""
"Males","Portugal","1991","96 years","Number","77.0",""
"Males","Portugal","1991","97 years","Number","57.0",""
"Males","Portugal","1991","98 years","Number","37.0",""
"Males","Portugal","1991","99 years","Number","19.0",""
"Males","Portugal","1991","Open-ended age class","Number","30.0",""
"Males","Portugal","1992","Less than 1 year","Number","589.0",""
"Males","Portugal","1992","1 year","Number","67.0",""
"Males","Portugal","1992","2 years","Number","50.0",""
"Males","Portugal","1992","3 years","Number","36.0",""
"Males","Portugal","1992","4 years","Number","47.0",""
"Males","Portugal","1992","5 years","Number","25.0",""
"Males","Portugal","1992","6 years","Number","24.0",""
"Males","Portugal","1992","7 years","Number","30.0",""
"Males","Portugal","1992","8 years","Number","26.0",""
"Males","Portugal","1992","9 years","Number","20.0",""
"Males","Portugal","1992","10 years","Number","19.0",""
"Males","Portugal","1992","11 years","Number","26.0",""
"Males","Portugal","1992","12 years","Number","33.0",""
"Males","Portugal","1992","13 years","Number","44.0",""
"Males","Portugal","1992","14 years","Number","48.0",""
"Males","Portugal","1992","15 years","Number","64.0",""
"Males","Portugal","1992","16 years","Number","110.0",""
"Males","Portugal","1992","17 years","Number","147.0",""
"Males","Portugal","1992","18 years","Number","158.0",""
"Males","Portugal","1992","19 years","Number","160.0",""
"Males","Portugal","1992","20 years","Number","143.0",""
"Males","Portugal","1992","21 years","Number","160.0",""
"Males","Portugal","1992","22 years","Number","142.0",""
"Males","Portugal","1992","23 years","Number","157.0",""
"Males","Portugal","1992","24 years","Number","163.0",""
"Males","Portugal","1992","25 years","Number","163.0",""
"Males","Portugal","1992","26 years","Number","156.0",""
"Males","Portugal","1992","27 years","Number","155.0",""
"Males","Portugal","1992","28 years","Number","132.0",""
"Males","Portugal","1992","29 years","Number","153.0",""
"Males","Portugal","1992","30 years","Number","158.0",""
"Males","Portugal","1992","31 years","Number","180.0",""
"Males","Portugal","1992","32 years","Number","162.0",""
"Males","Portugal","1992","33 years","Number","178.0",""
"Males","Portugal","1992","34 years","Number","187.0",""
"Males","Portugal","1992","35 years","Number","172.0",""
"Males","Portugal","1992","36 years","Number","190.0",""
"Males","Portugal","1992","37 years","Number","197.0",""
"Males","Portugal","1992","38 years","Number","203.0",""
"Males","Portugal","1992","39 years","Number","205.0",""
"Males","Portugal","1992","40 years","Number","210.0",""
"Males","Portugal","1992","41 years","Number","215.0",""
"Males","Portugal","1992","42 years","Number","224.0",""
"Males","Portugal","1992","43 years","Number","266.0",""
"Males","Portugal","1992","44 years","Number","206.0",""
"Males","Portugal","1992","45 years","Number","271.0",""
"Males","Portugal","1992","46 years","Number","282.0",""
"Males","Portugal","1992","47 years","Number","289.0",""
"Males","Portugal","1992","48 years","Number","338.0",""
"Males","Portugal","1992","49 years","Number","291.0",""
"Males","Portugal","1992","50 years","Number","314.0",""
"Males","Portugal","1992","51 years","Number","343.0",""
"Males","Portugal","1992","52 years","Number","384.0",""
"Males","Portugal","1992","53 years","Number","445.0",""
"Males","Portugal","1992","54 years","Number","486.0",""
"Males","Portugal","1992","55 years","Number","555.0",""
"Males","Portugal","1992","56 years","Number","587.0",""
"Males","Portugal","1992","57 years","Number","615.0",""
"Males","Portugal","1992","58 years","Number","648.0",""
"Males","Portugal","1992","59 years","Number","681.0",""
"Males","Portugal","1992","60 years","Number","807.0",""
"Males","Portugal","1992","61 years","Number","831.0",""
"Males","Portugal","1992","62 years","Number","857.0",""
"Males","Portugal","1992","63 years","Number","936.0",""
"Males","Portugal","1992","64 years","Number","976.0",""
"Males","Portugal","1992","65 years","Number","977.0",""
"Males","Portugal","1992","66 years","Number","1,176.0",""
"Males","Portugal","1992","67 years","Number","1,203.0",""
"Males","Portugal","1992","68 years","Number","1,318.0",""
"Males","Portugal","1992","69 years","Number","1,359.0",""
"Males","Portugal","1992","70 years","Number","1,388.0",""
"Males","Portugal","1992","71 years","Number","1,453.0",""
"Males","Portugal","1992","72 years","Number","1,442.0",""
"Males","Portugal","1992","73 years","Number","1,264.0",""
"Males","Portugal","1992","74 years","Number","1,405.0",""
"Males","Portugal","1992","75 years","Number","1,520.0",""
"Males","Portugal","1992","76 years","Number","1,663.0",""
"Males","Portugal","1992","77 years","Number","1,722.0",""
"Males","Portugal","1992","78 years","Number","1,778.0",""
"Males","Portugal","1992","79 years","Number","1,761.0",""
"Males","Portugal","1992","80 years","Number","1,806.0",""
"Males","Portugal","1992","81 years","Number","1,683.0",""
"Males","Portugal","1992","82 years","Number","1,591.0",""
"Males","Portugal","1992","83 years","Number","1,446.0",""
"Males","Portugal","1992","84 years","Number","1,336.0",""
"Males","Portugal","1992","85 years","Number","1,264.0",""
"Males","Portugal","1992","86 years","Number","1,012.0",""
"Males","Portugal","1992","87 years","Number","888.0",""
"Males","Portugal","1992","88 years","Number","762.0",""
"Males","Portugal","1992","89 years","Number","679.0",""
"Males","Portugal","1992","90 years","Number","530.0",""
"Males","Portugal","1992","91 years","Number","421.0",""
"Males","Portugal","1992","92 years","Number","287.0",""
"Males","Portugal","1992","93 years","Number","211.0",""
"Males","Portugal","1992","94 years","Number","161.0",""
"Males","Portugal","1992","95 years","Number","105.0",""
"Males","Portugal","1992","96 years","Number","74.0",""
"Males","Portugal","1992","97 years","Number","49.0",""
"Males","Portugal","1992","98 years","Number","22.0",""
"Males","Portugal","1992","99 years","Number","17.0",""
"Males","Portugal","1992","Open-ended age class","Number","29.0",""
"Males","Portugal","1993","Less than 1 year","Number","576.0",""
"Males","Portugal","1993","1 year","Number","61.0",""
"Males","Portugal","1993","2 years","Number","49.0",""
"Males","Portugal","1993","3 years","Number","34.0",""
"Males","Portugal","1993","4 years","Number","37.0",""
"Males","Portugal","1993","5 years","Number","28.0",""
"Males","Portugal","1993","6 years","Number","22.0",""
"Males","Portugal","1993","7 years","Number","26.0",""
"Males","Portugal","1993","8 years","Number","22.0",""
"Males","Portugal","1993","9 years","Number","30.0",""
"Males","Portugal","1993","10 years","Number","32.0",""
"Males","Portugal","1993","11 years","Number","32.0",""
"Males","Portugal","1993","12 years","Number","18.0",""
"Males","Portugal","1993","13 years","Number","26.0",""
"Males","Portugal","1993","14 years","Number","33.0",""
"Males","Portugal","1993","15 years","Number","67.0",""
"Males","Portugal","1993","16 years","Number","78.0",""
"Males","Portugal","1993","17 years","Number","104.0",""
"Males","Portugal","1993","18 years","Number","141.0",""
"Males","Portugal","1993","19 years","Number","154.0",""
"Males","Portugal","1993","20 years","Number","145.0",""
"Males","Portugal","1993","21 years","Number","178.0",""
"Males","Portugal","1993","22 years","Number","163.0",""
"Males","Portugal","1993","23 years","Number","136.0",""
"Males","Portugal","1993","24 years","Number","130.0",""
"Males","Portugal","1993","25 years","Number","174.0",""
"Males","Portugal","1993","26 years","Number","147.0",""
"Males","Portugal","1993","27 years","Number","136.0",""
"Males","Portugal","1993","28 years","Number","154.0",""
"Males","Portugal","1993","29 years","Number","149.0",""
"Males","Portugal","1993","30 years","Number","154.0",""
"Males","Portugal","1993","31 years","Number","161.0",""
"Males","Portugal","1993","32 years","Number","157.0",""
"Males","Portugal","1993","33 years","Number","157.0",""
"Males","Portugal","1993","34 years","Number","174.0",""
"Males","Portugal","1993","35 years","Number","160.0",""
"Males","Portugal","1993","36 years","Number","204.0",""
"Males","Portugal","1993","37 years","Number","161.0",""
"Males","Portugal","1993","38 years","Number","207.0",""
"Males","Portugal","1993","39 years","Number","182.0",""
"Males","Portugal","1993","40 years","Number","206.0",""
"Males","Portugal","1993","41 years","Number","228.0",""
"Males","Portugal","1993","42 years","Number","198.0",""
"Males","Portugal","1993","43 years","Number","237.0",""
"Males","Portugal","1993","44 years","Number","234.0",""
"Males","Portugal","1993","45 years","Number","242.0",""
"Males","Portugal","1993","46 years","Number","253.0",""
"Males","Portugal","1993","47 years","Number","268.0",""
"Males","Portugal","1993","48 years","Number","329.0",""
"Males","Portugal","1993","49 years","Number","307.0",""
"Males","Portugal","1993","50 years","Number","355.0",""
"Males","Portugal","1993","51 years","Number","315.0",""
"Males","Portugal","1993","52 years","Number","361.0",""
"Males","Portugal","1993","53 years","Number","447.0",""
"Males","Portugal","1993","54 years","Number","486.0",""
"Males","Portugal","1993","55 years","Number","554.0",""
"Males","Portugal","1993","56 years","Number","584.0",""
"Males","Portugal","1993","57 years","Number","644.0",""
"Males","Portugal","1993","58 years","Number","659.0",""
"Males","Portugal","1993","59 years","Number","747.0",""
"Males","Portugal","1993","60 years","Number","824.0",""
"Males","Portugal","1993","61 years","Number","848.0",""
"Males","Portugal","1993","62 years","Number","919.0",""
"Males","Portugal","1993","63 years","Number","1,004.0",""
"Males","Portugal","1993","64 years","Number","1,081.0",""
"Males","Portugal","1993","65 years","Number","1,112.0",""
"Males","Portugal","1993","66 years","Number","1,159.0",""
"Males","Portugal","1993","67 years","Number","1,342.0",""
"Males","Portugal","1993","68 years","Number","1,321.0",""
"Males","Portugal","1993","69 years","Number","1,459.0",""
"Males","Portugal","1993","70 years","Number","1,479.0",""
"Males","Portugal","1993","71 years","Number","1,534.0",""
"Males","Portugal","1993","72 years","Number","1,510.0",""
"Males","Portugal","1993","73 years","Number","1,522.0",""
"Males","Portugal","1993","74 years","Number","1,323.0",""
"Males","Portugal","1993","75 years","Number","1,497.0",""
"Males","Portugal","1993","76 years","Number","1,692.0",""
"Males","Portugal","1993","77 years","Number","1,741.0",""
"Males","Portugal","1993","78 years","Number","1,784.0",""
"Males","Portugal","1993","79 years","Number","1,775.0",""
"Males","Portugal","1993","80 years","Number","1,868.0",""
"Males","Portugal","1993","81 years","Number","1,814.0",""
"Males","Portugal","1993","82 years","Number","1,790.0",""
"Males","Portugal","1993","83 years","Number","1,701.0",""
"Males","Portugal","1993","84 years","Number","1,506.0",""
"Males","Portugal","1993","85 years","Number","1,372.0",""
"Males","Portugal","1993","86 years","Number","1,207.0",""
"Males","Portugal","1993","87 years","Number","1,010.0",""
"Males","Portugal","1993","88 years","Number","886.0",""
"Males","Portugal","1993","89 years","Number","754.0",""
"Males","Portugal","1993","90 years","Number","603.0",""
"Males","Portugal","1993","91 years","Number","483.0",""
"Males","Portugal","1993","92 years","Number","364.0",""
"Males","Portugal","1993","93 years","Number","259.0",""
"Males","Portugal","1993","94 years","Number","183.0",""
"Males","Portugal","1993","95 years","Number","126.0",""
"Males","Portugal","1993","96 years","Number","98.0",""
"Males","Portugal","1993","97 years","Number","58.0",""
"Males","Portugal","1993","98 years","Number","40.0",""
"Males","Portugal","1993","99 years","Number","22.0",""
"Males","Portugal","1993","Open-ended age class","Number","37.0",""
"Males","Portugal","1994","Less than 1 year","Number","467.0",""
"Males","Portugal","1994","1 year","Number","51.0",""
"Males","Portugal","1994","2 years","Number","34.0",""
"Males","Portugal","1994","3 years","Number","27.0",""
"Males","Portugal","1994","4 years","Number","22.0",""
"Males","Portugal","1994","5 years","Number","26.0",""
"Males","Portugal","1994","6 years","Number","19.0",""
"Males","Portugal","1994","7 years","Number","16.0",""
"Males","Portugal","1994","8 years","Number","21.0",""
"Males","Portugal","1994","9 years","Number","25.0",""
"Males","Portugal","1994","10 years","Number","28.0",""
"Males","Portugal","1994","11 years","Number","25.0",""
"Males","Portugal","1994","12 years","Number","28.0",""
"Males","Portugal","1994","13 years","Number","32.0",""
"Males","Portugal","1994","14 years","Number","37.0",""
"Males","Portugal","1994","15 years","Number","62.0",""
"Males","Portugal","1994","16 years","Number","77.0",""
"Males","Portugal","1994","17 years","Number","107.0",""
"Males","Portugal","1994","18 years","Number","120.0",""
"Males","Portugal","1994","19 years","Number","134.0",""
"Males","Portugal","1994","20 years","Number","152.0",""
"Males","Portugal","1994","21 years","Number","154.0",""
"Males","Portugal","1994","22 years","Number","156.0",""
"Males","Portugal","1994","23 years","Number","135.0",""
"Males","Portugal","1994","24 years","Number","101.0",""
"Males","Portugal","1994","25 years","Number","147.0",""
"Males","Portugal","1994","26 years","Number","143.0",""
"Males","Portugal","1994","27 years","Number","147.0",""
"Males","Portugal","1994","28 years","Number","156.0",""
"Males","Portugal","1994","29 years","Number","137.0",""
"Males","Portugal","1994","30 years","Number","173.0",""
"Males","Portugal","1994","31 years","Number","159.0",""
"Males","Portugal","1994","32 years","Number","166.0",""
"Males","Portugal","1994","33 years","Number","152.0",""
"Males","Portugal","1994","34 years","Number","187.0",""
"Males","Portugal","1994","35 years","Number","164.0",""
"Males","Portugal","1994","36 years","Number","193.0",""
"Males","Portugal","1994","37 years","Number","162.0",""
"Males","Portugal","1994","38 years","Number","192.0",""
"Males","Portugal","1994","39 years","Number","181.0",""
"Males","Portugal","1994","40 years","Number","188.0",""
"Males","Portugal","1994","41 years","Number","201.0",""
"Males","Portugal","1994","42 years","Number","225.0",""
"Males","Portugal","1994","43 years","Number","218.0",""
"Males","Portugal","1994","44 years","Number","224.0",""
"Males","Portugal","1994","45 years","Number","262.0",""
"Males","Portugal","1994","46 years","Number","241.0",""
"Males","Portugal","1994","47 years","Number","284.0",""
"Males","Portugal","1994","48 years","Number","270.0",""
"Males","Portugal","1994","49 years","Number","316.0",""
"Males","Portugal","1994","50 years","Number","311.0",""
"Males","Portugal","1994","51 years","Number","341.0",""
"Males","Portugal","1994","52 years","Number","369.0",""
"Males","Portugal","1994","53 years","Number","393.0",""
"Males","Portugal","1994","54 years","Number","420.0",""
"Males","Portugal","1994","55 years","Number","457.0",""
"Males","Portugal","1994","56 years","Number","525.0",""
"Males","Portugal","1994","57 years","Number","555.0",""
"Males","Portugal","1994","58 years","Number","607.0",""
"Males","Portugal","1994","59 years","Number","689.0",""
"Males","Portugal","1994","60 years","Number","768.0",""
"Males","Portugal","1994","61 years","Number","753.0",""
"Males","Portugal","1994","62 years","Number","837.0",""
"Males","Portugal","1994","63 years","Number","948.0",""
"Males","Portugal","1994","64 years","Number","974.0",""
"Males","Portugal","1994","65 years","Number","1,053.0",""
"Males","Portugal","1994","66 years","Number","1,033.0",""
"Males","Portugal","1994","67 years","Number","1,201.0",""
"Males","Portugal","1994","68 years","Number","1,218.0",""
"Males","Portugal","1994","69 years","Number","1,312.0",""
"Males","Portugal","1994","70 years","Number","1,431.0",""
"Males","Portugal","1994","71 years","Number","1,477.0",""
"Males","Portugal","1994","72 years","Number","1,510.0",""
"Males","Portugal","1994","73 years","Number","1,547.0",""
"Males","Portugal","1994","74 years","Number","1,474.0",""
"Males","Portugal","1994","75 years","Number","1,316.0",""
"Males","Portugal","1994","76 years","Number","1,488.0",""
"Males","Portugal","1994","77 years","Number","1,600.0",""
"Males","Portugal","1994","78 years","Number","1,681.0",""
"Males","Portugal","1994","79 years","Number","1,721.0",""
"Males","Portugal","1994","80 years","Number","1,691.0",""
"Males","Portugal","1994","81 years","Number","1,664.0",""
"Males","Portugal","1994","82 years","Number","1,645.0",""
"Males","Portugal","1994","83 years","Number","1,577.0",""
"Males","Portugal","1994","84 years","Number","1,464.0",""
"Males","Portugal","1994","85 years","Number","1,257.0",""
"Males","Portugal","1994","86 years","Number","1,185.0",""
"Males","Portugal","1994","87 years","Number","1,009.0",""
"Males","Portugal","1994","88 years","Number","815.0",""
"Males","Portugal","1994","89 years","Number","673.0",""
"Males","Portugal","1994","90 years","Number","553.0",""
"Males","Portugal","1994","91 years","Number","445.0",""
"Males","Portugal","1994","92 years","Number","380.0",""
"Males","Portugal","1994","93 years","Number","263.0",""
"Males","Portugal","1994","94 years","Number","166.0",""
"Males","Portugal","1994","95 years","Number","109.0",""
"Males","Portugal","1994","96 years","Number","82.0",""
"Males","Portugal","1994","97 years","Number","78.0",""
"Males","Portugal","1994","98 years","Number","35.0",""
"Males","Portugal","1994","99 years","Number","28.0",""
"Males","Portugal","1994","Open-ended age class","Number","31.0",""
"Males","Portugal","1995","Less than 1 year","Number","458.0",""
"Males","Portugal","1995","1 year","Number","49.0",""
"Males","Portugal","1995","2 years","Number","26.0",""
"Males","Portugal","1995","3 years","Number","36.0",""
"Males","Portugal","1995","4 years","Number","19.0",""
"Males","Portugal","1995","5 years","Number","33.0",""
"Males","Portugal","1995","6 years","Number","16.0",""
"Males","Portugal","1995","7 years","Number","20.0",""
"Males","Portugal","1995","8 years","Number","24.0",""
"Males","Portugal","1995","9 years","Number","17.0",""
"Males","Portugal","1995","10 years","Number","26.0",""
"Males","Portugal","1995","11 years","Number","26.0",""
"Males","Portugal","1995","12 years","Number","33.0",""
"Males","Portugal","1995","13 years","Number","21.0",""
"Males","Portugal","1995","14 years","Number","30.0",""
"Males","Portugal","1995","15 years","Number","51.0",""
"Males","Portugal","1995","16 years","Number","68.0",""
"Males","Portugal","1995","17 years","Number","101.0",""
"Males","Portugal","1995","18 years","Number","125.0",""
"Males","Portugal","1995","19 years","Number","134.0",""
"Males","Portugal","1995","20 years","Number","157.0",""
"Males","Portugal","1995","21 years","Number","169.0",""
"Males","Portugal","1995","22 years","Number","141.0",""
"Males","Portugal","1995","23 years","Number","181.0",""
"Males","Portugal","1995","24 years","Number","157.0",""
"Males","Portugal","1995","25 years","Number","168.0",""
"Males","Portugal","1995","26 years","Number","174.0",""
"Males","Portugal","1995","27 years","Number","201.0",""
"Males","Portugal","1995","28 years","Number","170.0",""
"Males","Portugal","1995","29 years","Number","171.0",""
"Males","Portugal","1995","30 years","Number","178.0",""
"Males","Portugal","1995","31 years","Number","180.0",""
"Males","Portugal","1995","32 years","Number","177.0",""
"Males","Portugal","1995","33 years","Number","166.0",""
"Males","Portugal","1995","34 years","Number","206.0",""
"Males","Portugal","1995","35 years","Number","206.0",""
"Males","Portugal","1995","36 years","Number","203.0",""
"Males","Portugal","1995","37 years","Number","201.0",""
"Males","Portugal","1995","38 years","Number","162.0",""
"Males","Portugal","1995","39 years","Number","220.0",""
"Males","Portugal","1995","40 years","Number","201.0",""
"Males","Portugal","1995","41 years","Number","199.0",""
