SEX;GEO;TIME;AGE;Value
Male;17: Área Metropolitana de Lisboa;2018;22 anos;13694
Male;17: Área Metropolitana de Lisboa;2018;23 anos;13464
Male;17: Área Metropolitana de Lisboa;2018;24 anos;13326
Male;17: Área Metropolitana de Lisboa;2018;25 anos;13534
Male;17: Área Metropolitana de Lisboa;2018;26 anos;13903
Male;17: Área Metropolitana de Lisboa;2018;27 anos;14461
Male;17: Área Metropolitana de Lisboa;2018;28 anos;14198
Male;17: Área Metropolitana de Lisboa;2018;29 anos;13985
Male;17: Área Metropolitana de Lisboa;2018;30 anos;14679
Male;17: Área Metropolitana de Lisboa;2018;31 anos;14745
Male;17: Área Metropolitana de Lisboa;2018;32 anos;15182
Male;17: Área Metropolitana de Lisboa;2018;33 anos;15489
Male;17: Área Metropolitana de Lisboa;2018;34 anos;16626
Male;17: Área Metropolitana de Lisboa;2018;35 anos;17228
Male;17: Área Metropolitana de Lisboa;2018;36 anos;18193
Male;17: Área Metropolitana de Lisboa;2018;37 anos;18492
Male;17: Área Metropolitana de Lisboa;2018;38 anos;19070
Male;17: Área Metropolitana de Lisboa;2018;39 anos;18794
Male;17: Área Metropolitana de Lisboa;2018;40 anos;19443
Male;17: Área Metropolitana de Lisboa;2018;41 anos;22342
Male;17: Área Metropolitana de Lisboa;2018;42 anos;22443
Male;17: Área Metropolitana de Lisboa;2018;43 anos;22726
Male;17: Área Metropolitana de Lisboa;2018;44 anos;21750
Male;17: Área Metropolitana de Lisboa;2018;45 anos;20901
Male;17: Área Metropolitana de Lisboa;2018;46 anos;21069
Male;17: Área Metropolitana de Lisboa;2018;47 anos;20482
Male;17: Área Metropolitana de Lisboa;2018;48 anos;19482
Male;17: Área Metropolitana de Lisboa;2018;49 anos;18295
Male;17: Área Metropolitana de Lisboa;2018;50 anos;18383
Male;17: Área Metropolitana de Lisboa;2018;51 anos;18104
Male;17: Área Metropolitana de Lisboa;2018;52 anos;18189
Male;17: Área Metropolitana de Lisboa;2018;53 anos;17935
Male;17: Área Metropolitana de Lisboa;2018;54 anos;17532
Male;17: Área Metropolitana de Lisboa;2018;55 anos;17042
Male;17: Área Metropolitana de Lisboa;2018;56 anos;16582
Male;17: Área Metropolitana de Lisboa;2018;57 anos;16110
Male;17: Área Metropolitana de Lisboa;2018;58 anos;16985
Male;17: Área Metropolitana de Lisboa;2018;59 anos;15737
Male;17: Área Metropolitana de Lisboa;2018;60 anos;15699
Male;17: Área Metropolitana de Lisboa;2018;61 anos;15717
Male;17: Área Metropolitana de Lisboa;2018;62 anos;15456
Male;17: Área Metropolitana de Lisboa;2018;63 anos;15462
Male;17: Área Metropolitana de Lisboa;2018;64 anos;14937
Male;17: Área Metropolitana de Lisboa;2018;65 anos;14868
Male;17: Área Metropolitana de Lisboa;2018;66 anos;15078
Male;17: Área Metropolitana de Lisboa;2018;67 anos;15468
Male;17: Área Metropolitana de Lisboa;2018;68 anos;15650
Male;17: Área Metropolitana de Lisboa;2018;69 anos;15373
Male;17: Área Metropolitana de Lisboa;2018;70 anos;15425
Male;17: Área Metropolitana de Lisboa;2018;71 anos;14188
Male;17: Área Metropolitana de Lisboa;2018;72 anos;13806
Male;17: Área Metropolitana de Lisboa;2018;73 anos;13497
Male;17: Área Metropolitana de Lisboa;2018;74 anos;13017
Male;17: Área Metropolitana de Lisboa;2018;75 anos;12210
Male;17: Área Metropolitana de Lisboa;2018;76 anos;10840
Male;17: Área Metropolitana de Lisboa;2018;77 anos;10387
Male;17: Área Metropolitana de Lisboa;2018;78 anos;9457
Male;17: Área Metropolitana de Lisboa;2018;79 anos;9055
Male;17: Área Metropolitana de Lisboa;2018;80 anos;8437
Male;17: Área Metropolitana de Lisboa;2018;81 anos;7519
Male;17: Área Metropolitana de Lisboa;2018;82 anos;7487
Male;17: Área Metropolitana de Lisboa;2018;83 anos;6426
Male;17: Área Metropolitana de Lisboa;2018;84 anos;5395
Male;17: Área Metropolitana de Lisboa;2018;85 anos;4796
Male;17: Área Metropolitana de Lisboa;2018;86 anos;4359
Male;17: Área Metropolitana de Lisboa;2018;87 anos;3753
Male;17: Área Metropolitana de Lisboa;2018;88 anos;3207
Male;17: Área Metropolitana de Lisboa;2018;89 anos;2241
Male;17: Área Metropolitana de Lisboa;2018;90 anos;1744
Male;17: Área Metropolitana de Lisboa;2018;91 anos;1260
Male;17: Área Metropolitana de Lisboa;2018;92 anos;947
Male;17: Área Metropolitana de Lisboa;2018;93 anos;755
Male;17: Área Metropolitana de Lisboa;2018;94 anos;222
Male;17: Área Metropolitana de Lisboa;2018;95 anos;91
Male;17: Área Metropolitana de Lisboa;2018;96 anos;72
Male;17: Área Metropolitana de Lisboa;2018;97 anos;213
Male;17: Área Metropolitana de Lisboa;2018;98 anos;75
Male;17: Área Metropolitana de Lisboa;2018;99 anos;71
Male;17: Área Metropolitana de Lisboa;2018;100 e mais anos;348
Male;18: Alentejo;2019;0 anos;2812
Male;18: Alentejo;2019;1 anos;2734
Male;18: Alentejo;2019;2 anos;2640
Male;18: Alentejo;2019;3 anos;2714
Male;18: Alentejo;2019;4 anos;2789
Male;18: Alentejo;2019;5 anos;2606
Male;18: Alentejo;2019;6 anos;2708
Male;18: Alentejo;2019;7 anos;3102
Male;18: Alentejo;2019;8 anos;3199
Male;18: Alentejo;2019;9 anos;3170
Male;18: Alentejo;2019;10 anos;3093
Male;18: Alentejo;2019;11 anos;3189
Male;18: Alentejo;2019;12 anos;3138
Male;18: Alentejo;2019;13 anos;3274
Male;18: Alentejo;2019;14 anos;3394
Male;18: Alentejo;2019;15 anos;3473
Male;18: Alentejo;2019;16 anos;3521
Male;18: Alentejo;2019;17 anos;3584
Male;18: Alentejo;2019;18 anos;3604
Male;18: Alentejo;2019;19 anos;3922
Male;18: Alentejo;2019;20 anos;3902
Male;18: Alentejo;2019;21 anos;3641
Male;18: Alentejo;2019;22 anos;3537
Male;18: Alentejo;2019;23 anos;3512
Male;18: Alentejo;2019;24 anos;3361
Male;18: Alentejo;2019;25 anos;3359
Male;18: Alentejo;2019;26 anos;3470
Male;18: Alentejo;2019;27 anos;3481
Male;18: Alentejo;2019;28 anos;3573
Male;18: Alentejo;2019;29 anos;3604
Male;18: Alentejo;2019;30 anos;3670
Male;18: Alentejo;2019;31 anos;3645
Male;18: Alentejo;2019;32 anos;3706
Male;18: Alentejo;2019;33 anos;3711
Male;18: Alentejo;2019;34 anos;3829
Male;18: Alentejo;2019;35 anos;4118
Male;18: Alentejo;2019;36 anos;4125
Male;18: Alentejo;2019;37 anos;4391
Male;18: Alentejo;2019;38 anos;4386
Male;18: Alentejo;2019;39 anos;4777
Male;18: Alentejo;2019;40 anos;4804
Male;18: Alentejo;2019;41 anos;4732
Male;18: Alentejo;2019;42 anos;5437
Male;18: Alentejo;2019;43 anos;5332
Male;18: Alentejo;2019;44 anos;5398
Male;18: Alentejo;2019;45 anos;5210
Male;18: Alentejo;2019;46 anos;5069
Male;18: Alentejo;2019;47 anos;5039
Male;18: Alentejo;2019;48 anos;4986
Male;18: Alentejo;2019;49 anos;4954
Male;18: Alentejo;2019;50 anos;5016
Male;18: Alentejo;2019;51 anos;4885
Male;18: Alentejo;2019;52 anos;4672
Male;18: Alentejo;2019;53 anos;4883
Male;18: Alentejo;2019;54 anos;4858
Male;18: Alentejo;2019;55 anos;4979
Male;18: Alentejo;2019;56 anos;5023
Male;18: Alentejo;2019;57 anos;5149
Male;18: Alentejo;2019;58 anos;5021
Male;18: Alentejo;2019;59 anos;5132
Male;18: Alentejo;2019;60 anos;4700
Male;18: Alentejo;2019;61 anos;4936
Male;18: Alentejo;2019;62 anos;4668
Male;18: Alentejo;2019;63 anos;4417
Male;18: Alentejo;2019;64 anos;4523
Male;18: Alentejo;2019;65 anos;4321
Male;18: Alentejo;2019;66 anos;4207
Male;18: Alentejo;2019;67 anos;4353
Male;18: Alentejo;2019;68 anos;4227
Male;18: Alentejo;2019;69 anos;3933
Male;18: Alentejo;2019;70 anos;3849
Male;18: Alentejo;2019;71 anos;3758
Male;18: Alentejo;2019;72 anos;3549
Male;18: Alentejo;2019;73 anos;3246
Male;18: Alentejo;2019;74 anos;3349
Male;18: Alentejo;2019;75 anos;3095
Male;18: Alentejo;2019;76 anos;2849
Male;18: Alentejo;2019;77 anos;2569
Male;18: Alentejo;2019;78 anos;2505
Male;18: Alentejo;2019;79 anos;2811
Male;18: Alentejo;2019;80 anos;2717
Male;18: Alentejo;2019;81 anos;2595
Male;18: Alentejo;2019;82 anos;2422
Male;18: Alentejo;2019;83 anos;2537
Male;18: Alentejo;2019;84 anos;2217
Male;18: Alentejo;2019;85 anos;2025
Male;18: Alentejo;2019;86 anos;1715
Male;18: Alentejo;2019;87 anos;1505
Male;18: Alentejo;2019;88 anos;1298
Male;18: Alentejo;2019;89 anos;988
Male;18: Alentejo;2019;90 anos;755
Male;18: Alentejo;2019;91 anos;583
Male;18: Alentejo;2019;92 anos;442
Male;18: Alentejo;2019;93 anos;383
Male;18: Alentejo;2019;94 anos;249
Male;18: Alentejo;2019;95 anos;190
Male;18: Alentejo;2019;96 anos;51
Male;18: Alentejo;2019;97 anos;0
Male;18: Alentejo;2019;98 anos;83
Male;18: Alentejo;2019;99 anos;75
Male;18: Alentejo;2019;100 e mais anos;228
Male;18: Alentejo;2018;0 anos;2722
Male;18: Alentejo;2018;1 anos;2629
Male;18: Alentejo;2018;2 anos;2704
Male;18: Alentejo;2018;3 anos;2778
Male;18: Alentejo;2018;4 anos;2598
Male;18: Alentejo;2018;5 anos;2699
Male;18: Alentejo;2018;6 anos;3093
Male;18: Alentejo;2018;7 anos;3192
Male;18: Alentejo;2018;8 anos;3161
Male;18: Alentejo;2018;9 anos;3068
Male;18: Alentejo;2018;10 anos;3180
Male;18: Alentejo;2018;11 anos;3129
Male;18: Alentejo;2018;12 anos;3266
Male;18: Alentejo;2018;13 anos;3385
Male;18: Alentejo;2018;14 anos;3446
Male;18: Alentejo;2018;15 anos;3512
Male;18: Alentejo;2018;16 anos;3573
Male;18: Alentejo;2018;17 anos;3588
Male;18: Alentejo;2018;18 anos;3904
Male;18: Alentejo;2018;19 anos;3864
Male;18: Alentejo;2018;20 anos;3622
Male;18: Alentejo;2018;21 anos;3514
Male;18: Alentejo;2018;22 anos;3488
Male;18: Alentejo;2018;23 anos;3333
Male;18: Alentejo;2018;24 anos;3316
Male;18: Alentejo;2018;25 anos;3440
Male;18: Alentejo;2018;26 anos;3451
Male;18: Alentejo;2018;27 anos;3540
Male;18: Alentejo;2018;28 anos;3573
Male;18: Alentejo;2018;29 anos;3612
Male;18: Alentejo;2018;30 anos;3614
Male;18: Alentejo;2018;31 anos;3676
Male;18: Alentejo;2018;32 anos;3683
Male;18: Alentejo;2018;33 anos;3801
Male;18: Alentejo;2018;34 anos;4076
Male;18: Alentejo;2018;35 anos;4098
Male;18: Alentejo;2018;36 anos;4367
Male;18: Alentejo;2018;37 anos;4367
Male;18: Alentejo;2018;38 anos;4644
Male;18: Alentejo;2018;39 anos;4770
Male;18: Alentejo;2018;40 anos;4719
Male;18: Alentejo;2018;41 anos;5426
Male;18: Alentejo;2018;42 anos;5322
Male;18: Alentejo;2018;43 anos;5392
Male;18: Alentejo;2018;44 anos;5199
Male;18: Alentejo;2018;45 anos;5072
Male;18: Alentejo;2018;46 anos;5043
Male;18: Alentejo;2018;47 anos;5000
Male;18: Alentejo;2018;48 anos;4971
Male;18: Alentejo;2018;49 anos;5000
Male;18: Alentejo;2018;50 anos;4894
Male;18: Alentejo;2018;51 anos;4699
Male;18: Alentejo;2018;52 anos;4905
Male;18: Alentejo;2018;53 anos;4881
Male;18: Alentejo;2018;54 anos;4999
Male;18: Alentejo;2018;55 anos;5048
Male;18: Alentejo;2018;56 anos;5179
Male;18: Alentejo;2018;57 anos;5048
Male;18: Alentejo;2018;58 anos;5169
Male;18: Alentejo;2018;59 anos;4750
Male;18: Alentejo;2018;60 anos;4982
Male;18: Alentejo;2018;61 anos;4731
Male;18: Alentejo;2018;62 anos;4469
Male;18: Alentejo;2018;63 anos;4585
Male;18: Alentejo;2018;64 anos;4375
Male;18: Alentejo;2018;65 anos;4296
Male;18: Alentejo;2018;66 anos;4415
Male;18: Alentejo;2018;67 anos;4310
Male;18: Alentejo;2018;68 anos;4013
Male;18: Alentejo;2018;69 anos;3945
Male;18: Alentejo;2018;70 anos;3847
Male;18: Alentejo;2018;71 anos;3638
Male;18: Alentejo;2018;72 anos;3359
Male;18: Alentejo;2018;73 anos;3440
Male;18: Alentejo;2018;74 anos;3204
Male;18: Alentejo;2018;75 anos;2963
Male;18: Alentejo;2018;76 anos;2683
Male;18: Alentejo;2018;77 anos;2644
Male;18: Alentejo;2018;78 anos;2946
Male;18: Alentejo;2018;79 anos;2887
Male;18: Alentejo;2018;80 anos;2747
Male;18: Alentejo;2018;81 anos;2634
Male;18: Alentejo;2018;82 anos;2747
Male;18: Alentejo;2018;83 anos;2439
Male;18: Alentejo;2018;84 anos;2254
Male;18: Alentejo;2018;85 anos;1938
Male;18: Alentejo;2018;86 anos;1728
Male;18: Alentejo;2018;87 anos;1502
Male;18: Alentejo;2018;88 anos;1141
Male;18: Alentejo;2018;89 anos;916
Male;18: Alentejo;2018;90 anos;694
Male;18: Alentejo;2018;91 anos;556
Male;18: Alentejo;2018;92 anos;481
Male;18: Alentejo;2018;93 anos;310
Male;18: Alentejo;2018;94 anos;261
Male;18: Alentejo;2018;95 anos;116
Male;18: Alentejo;2018;96 anos;54
Male;18: Alentejo;2018;97 anos;97
Male;18: Alentejo;2018;98 anos;90
Male;18: Alentejo;2018;99 anos;36
Male;18: Alentejo;2018;100 e mais anos;211
Male;15: Algarve;2019;0 anos;2248
Male;15: Algarve;2019;1 anos;2163
Male;15: Algarve;2019;2 anos;2165
Male;15: Algarve;2019;3 anos;2144
Male;15: Algarve;2019;4 anos;2026
Male;15: Algarve;2019;5 anos;1944
Male;15: Algarve;2019;6 anos;1939
Male;15: Algarve;2019;7 anos;2155
Male;15: Algarve;2019;8 anos;2212
Male;15: Algarve;2019;9 anos;2344
Male;15: Algarve;2019;10 anos;2332
Male;15: Algarve;2019;11 anos;2366
Male;15: Algarve;2019;12 anos;2381
Male;15: Algarve;2019;13 anos;2403
Male;15: Algarve;2019;14 anos;2493
Male;15: Algarve;2019;15 anos;2377
Male;15: Algarve;2019;16 anos;2387
Male;15: Algarve;2019;17 anos;2351
Male;15: Algarve;2019;18 anos;2277
Male;15: Algarve;2019;19 anos;2499
Male;15: Algarve;2019;20 anos;2401
Male;15: Algarve;2019;21 anos;2347
Male;15: Algarve;2019;22 anos;2240
Male;15: Algarve;2019;23 anos;2256
Male;15: Algarve;2019;24 anos;2119
Male;15: Algarve;2019;25 anos;2113
Male;15: Algarve;2019;26 anos;2232
Male;15: Algarve;2019;27 anos;2155
Male;15: Algarve;2019;28 anos;2254
Male;15: Algarve;2019;29 anos;2186
Male;15: Algarve;2019;30 anos;2199
Male;15: Algarve;2019;31 anos;2160
Male;15: Algarve;2019;32 anos;2247
Male;15: Algarve;2019;33 anos;2190
Male;15: Algarve;2019;34 anos;2467
Male;15: Algarve;2019;35 anos;2568
Male;15: Algarve;2019;36 anos;2610
Male;15: Algarve;2019;37 anos;2799
Male;15: Algarve;2019;38 anos;2810
Male;15: Algarve;2019;39 anos;3186
Male;15: Algarve;2019;40 anos;3062
Male;15: Algarve;2019;41 anos;3099
Male;15: Algarve;2019;42 anos;3455
Male;15: Algarve;2019;43 anos;3519
Male;15: Algarve;2019;44 anos;3679
Male;15: Algarve;2019;45 anos;3528
Male;15: Algarve;2019;46 anos;3290
Male;15: Algarve;2019;47 anos;3142
Male;15: Algarve;2019;48 anos;3040
Male;15: Algarve;2019;49 anos;2994
Male;15: Algarve;2019;50 anos;3010
Male;15: Algarve;2019;51 anos;2925
Male;15: Algarve;2019;52 anos;2959
Male;15: Algarve;2019;53 anos;2956
Male;15: Algarve;2019;54 anos;2828
Male;15: Algarve;2019;55 anos;2850
Male;15: Algarve;2019;56 anos;2731
Male;15: Algarve;2019;57 anos;2808
Male;15: Algarve;2019;58 anos;2747
Male;15: Algarve;2019;59 anos;2790
Male;15: Algarve;2019;60 anos;2637
Male;15: Algarve;2019;61 anos;2841
Male;15: Algarve;2019;62 anos;2647
Male;15: Algarve;2019;63 anos;2471
Male;15: Algarve;2019;64 anos;2593
Male;15: Algarve;2019;65 anos;2453
Male;15: Algarve;2019;66 anos;2450
Male;15: Algarve;2019;67 anos;2357
Male;15: Algarve;2019;68 anos;2446
Male;15: Algarve;2019;69 anos;2246
Male;15: Algarve;2019;70 anos;2330
Male;15: Algarve;2019;71 anos;2371
Male;15: Algarve;2019;72 anos;2049
Male;15: Algarve;2019;73 anos;1767
Male;15: Algarve;2019;74 anos;1887
Male;15: Algarve;2019;75 anos;1793
Male;15: Algarve;2019;76 anos;1636
Male;15: Algarve;2019;77 anos;1564
Male;15: Algarve;2019;78 anos;1580
Male;15: Algarve;2019;79 anos;1517
Male;15: Algarve;2019;80 anos;1462
Male;15: Algarve;2019;81 anos;1335
Male;15: Algarve;2019;82 anos;1154
Male;15: Algarve;2019;83 anos;1115
Male;15: Algarve;2019;84 anos;979
Male;15: Algarve;2019;85 anos;889
Male;15: Algarve;2019;86 anos;855
Male;15: Algarve;2019;87 anos;733
Male;15: Algarve;2019;88 anos;692
Male;15: Algarve;2019;89 anos;543
Male;15: Algarve;2019;90 anos;353
Male;15: Algarve;2019;91 anos;287
Male;15: Algarve;2019;92 anos;187
Male;15: Algarve;2019;93 anos;211
Male;15: Algarve;2019;94 anos;84
Male;15: Algarve;2019;95 anos;81
Male;15: Algarve;2019;96 anos;20
Male;15: Algarve;2019;97 anos;0
Male;15: Algarve;2019;98 anos;43
Male;15: Algarve;2019;99 anos;30
Male;15: Algarve;2019;100 e mais anos;118
Male;15: Algarve;2018;0 anos;2174
Male;15: Algarve;2018;1 anos;2175
Male;15: Algarve;2018;2 anos;2153
Male;15: Algarve;2018;3 anos;2034
Male;15: Algarve;2018;4 anos;1950
Male;15: Algarve;2018;5 anos;1945
Male;15: Algarve;2018;6 anos;2163
Male;15: Algarve;2018;7 anos;2217
Male;15: Algarve;2018;8 anos;2353
Male;15: Algarve;2018;9 anos;2347
Male;15: Algarve;2018;10 anos;2368
Male;15: Algarve;2018;11 anos;2383
Male;15: Algarve;2018;12 anos;2405
Male;15: Algarve;2018;13 anos;2496
Male;15: Algarve;2018;14 anos;2388
Male;15: Algarve;2018;15 anos;2389
Male;15: Algarve;2018;16 anos;2357
Male;15: Algarve;2018;17 anos;2280
Male;15: Algarve;2018;18 anos;2505
Male;15: Algarve;2018;19 anos;2414
Male;15: Algarve;2018;20 anos;2363
Male;15: Algarve;2018;21 anos;2254
Male;15: Algarve;2018;22 anos;2276
Male;15: Algarve;2018;23 anos;2141
Male;15: Algarve;2018;24 anos;2148
Male;15: Algarve;2018;25 anos;2260
Male;15: Algarve;2018;26 anos;2187
Male;15: Algarve;2018;27 anos;2280
Male;15: Algarve;2018;28 anos;2212
Male;15: Algarve;2018;29 anos;2227
Male;15: Algarve;2018;30 anos;2176
Male;15: Algarve;2018;31 anos;2261
Male;15: Algarve;2018;32 anos;2203
Male;15: Algarve;2018;33 anos;2479
Male;15: Algarve;2018;34 anos;2579
Male;15: Algarve;2018;35 anos;2610
Male;15: Algarve;2018;36 anos;2804
Male;15: Algarve;2018;37 anos;2813
Male;15: Algarve;2018;38 anos;3144
Male;15: Algarve;2018;39 anos;3082
Male;15: Algarve;2018;40 anos;3103
Male;15: Algarve;2018;41 anos;3471
Male;15: Algarve;2018;42 anos;3533
Male;15: Algarve;2018;43 anos;3689
Male;15: Algarve;2018;44 anos;3546
Male;15: Algarve;2018;45 anos;3306
Male;15: Algarve;2018;46 anos;3154
Male;15: Algarve;2018;47 anos;3057
Male;15: Algarve;2018;48 anos;3007
Male;15: Algarve;2018;49 anos;3045
Male;15: Algarve;2018;50 anos;2951
Male;15: Algarve;2018;51 anos;2984
Male;15: Algarve;2018;52 anos;2978
Male;15: Algarve;2018;53 anos;2856
Male;15: Algarve;2018;54 anos;2878
Male;15: Algarve;2018;55 anos;2758
Male;15: Algarve;2018;56 anos;2839
Male;15: Algarve;2018;57 anos;2768
Male;15: Algarve;2018;58 anos;2832
Male;15: Algarve;2018;59 anos;2676
Male;15: Algarve;2018;60 anos;2880
Male;15: Algarve;2018;61 anos;2685
Male;15: Algarve;2018;62 anos;2511
Male;15: Algarve;2018;63 anos;2634
Male;15: Algarve;2018;64 anos;2481
Male;15: Algarve;2018;65 anos;2495
Male;15: Algarve;2018;66 anos;2384
Male;15: Algarve;2018;67 anos;2489
Male;15: Algarve;2018;68 anos;2296
Male;15: Algarve;2018;69 anos;2383
Male;15: Algarve;2018;70 anos;2413
Male;15: Algarve;2018;71 anos;2100
Male;15: Algarve;2018;72 anos;1820
Male;15: Algarve;2018;73 anos;1934
Male;15: Algarve;2018;74 anos;1857
Male;15: Algarve;2018;75 anos;1731
Male;15: Algarve;2018;76 anos;1645
Male;15: Algarve;2018;77 anos;1638
Male;15: Algarve;2018;78 anos;1601
Male;15: Algarve;2018;79 anos;1540
Male;15: Algarve;2018;80 anos;1446
Male;15: Algarve;2018;81 anos;1245
Male;15: Algarve;2018;82 anos;1220
Male;15: Algarve;2018;83 anos;1069
Male;15: Algarve;2018;84 anos;988
Male;15: Algarve;2018;85 anos;940
Male;15: Algarve;2018;86 anos;822
Male;15: Algarve;2018;87 anos;774
Male;15: Algarve;2018;88 anos;628
Male;15: Algarve;2018;89 anos;431
Male;15: Algarve;2018;90 anos;343
Male;15: Algarve;2018;91 anos;251
Male;15: Algarve;2018;92 anos;266
Male;15: Algarve;2018;93 anos;122
Male;15: Algarve;2018;94 anos;123
Male;15: Algarve;2018;95 anos;47
Male;15: Algarve;2018;96 anos;15
Male;15: Algarve;2018;97 anos;55
Male;15: Algarve;2018;98 anos;33
Male;15: Algarve;2018;99 anos;10
Male;15: Algarve;2018;100 e mais anos;116
Male;2: Região Autónoma dos Açores;2019;0 anos;1094
Male;2: Região Autónoma dos Açores;2019;1 anos;1155
Male;2: Região Autónoma dos Açores;2019;2 anos;1140
Male;2: Região Autónoma dos Açores;2019;3 anos;1198
Male;2: Região Autónoma dos Açores;2019;4 anos;1155
Male;2: Região Autónoma dos Açores;2019;5 anos;1144
Male;2: Região Autónoma dos Açores;2019;6 anos;1188
Male;2: Região Autónoma dos Açores;2019;7 anos;1262
Male;2: Região Autónoma dos Açores;2019;8 anos;1427
Male;2: Região Autónoma dos Açores;2019;9 anos;1345
Male;2: Região Autónoma dos Açores;2019;10 anos;1354
Male;2: Região Autónoma dos Açores;2019;11 anos;1392
Male;2: Região Autónoma dos Açores;2019;12 anos;1373
Male;2: Região Autónoma dos Açores;2019;13 anos;1355
Male;2: Região Autónoma dos Açores;2019;14 anos;1496
Male;2: Região Autónoma dos Açores;2019;15 anos;1482
Male;2: Região Autónoma dos Açores;2019;16 anos;1447
Male;2: Região Autónoma dos Açores;2019;17 anos;1468
Male;2: Região Autónoma dos Açores;2019;18 anos;1472
Male;2: Região Autónoma dos Açores;2019;19 anos;1722
Male;2: Região Autónoma dos Açores;2019;20 anos;1633
Male;2: Região Autónoma dos Açores;2019;21 anos;1601
Male;2: Região Autónoma dos Açores;2019;22 anos;1595
Male;2: Região Autónoma dos Açores;2019;23 anos;1604
Male;2: Região Autónoma dos Açores;2019;24 anos;1602
Male;2: Região Autónoma dos Açores;2019;25 anos;1665
Male;2: Região Autónoma dos Açores;2019;26 anos;1697
Male;2: Região Autónoma dos Açores;2019;27 anos;1615
Male;2: Região Autónoma dos Açores;2019;28 anos;1704
Male;2: Região Autónoma dos Açores;2019;29 anos;1740
Male;2: Região Autónoma dos Açores;2019;30 anos;1776
Male;2: Região Autónoma dos Açores;2019;31 anos;1779
Male;2: Região Autónoma dos Açores;2019;32 anos;1747
Male;2: Região Autónoma dos Açores;2019;33 anos;1752
Male;2: Região Autónoma dos Açores;2019;34 anos;1718
Male;2: Região Autónoma dos Açores;2019;35 anos;1763
Male;2: Região Autónoma dos Açores;2019;36 anos;1783
Male;2: Região Autónoma dos Açores;2019;37 anos;1771
Male;2: Região Autónoma dos Açores;2019;38 anos;1838
Male;2: Região Autónoma dos Açores;2019;39 anos;1986
Male;2: Região Autónoma dos Açores;2019;40 anos;1863
Male;2: Região Autónoma dos Açores;2019;41 anos;1989
Male;2: Região Autónoma dos Açores;2019;42 anos;2026
Male;2: Região Autónoma dos Açores;2019;43 anos;2006
Male;2: Região Autónoma dos Açores;2019;44 anos;1928
Male;2: Região Autónoma dos Açores;2019;45 anos;1867
Male;2: Região Autónoma dos Açores;2019;46 anos;1770
Male;2: Região Autónoma dos Açores;2019;47 anos;1771
Male;2: Região Autónoma dos Açores;2019;48 anos;1739
Male;2: Região Autónoma dos Açores;2019;49 anos;1744
Male;2: Região Autónoma dos Açores;2019;50 anos;1681
Male;2: Região Autónoma dos Açores;2019;51 anos;1640
Male;2: Região Autónoma dos Açores;2019;52 anos;1542
Male;2: Região Autónoma dos Açores;2019;53 anos;1561
Male;2: Região Autónoma dos Açores;2019;54 anos;1752
Male;2: Região Autónoma dos Açores;2019;55 anos;1655
Male;2: Região Autónoma dos Açores;2019;56 anos;1595
Male;2: Região Autónoma dos Açores;2019;57 anos;1578
Male;2: Região Autónoma dos Açores;2019;58 anos;1607
Male;2: Região Autónoma dos Açores;2019;59 anos;1647
Male;2: Região Autónoma dos Açores;2019;60 anos;1453
Male;2: Região Autónoma dos Açores;2019;61 anos;1404
Male;2: Região Autónoma dos Açores;2019;62 anos;1284
Male;2: Região Autónoma dos Açores;2019;63 anos;1318
Male;2: Região Autónoma dos Açores;2019;64 anos;1235
Male;2: Região Autónoma dos Açores;2019;65 anos;1273
Male;2: Região Autónoma dos Açores;2019;66 anos;1122
Male;2: Região Autónoma dos Açores;2019;67 anos;1092
Male;2: Região Autónoma dos Açores;2019;68 anos;1170
Male;2: Região Autónoma dos Açores;2019;69 anos;1057
Male;2: Região Autónoma dos Açores;2019;70 anos;849
Male;2: Região Autónoma dos Açores;2019;71 anos;841
Male;2: Região Autónoma dos Açores;2019;72 anos;707
Male;2: Região Autónoma dos Açores;2019;73 anos;679
Male;2: Região Autónoma dos Açores;2019;74 anos;730
Male;2: Região Autónoma dos Açores;2019;75 anos;650
Male;2: Região Autónoma dos Açores;2019;76 anos;570
Male;2: Região Autónoma dos Açores;2019;77 anos;491
Male;2: Região Autónoma dos Açores;2019;78 anos;485
Male;2: Região Autónoma dos Açores;2019;79 anos;462
Male;2: Região Autónoma dos Açores;2019;80 anos;384
Male;2: Região Autónoma dos Açores;2019;81 anos;356
Male;2: Região Autónoma dos Açores;2019;82 anos;375
Male;2: Região Autónoma dos Açores;2019;83 anos;332
Male;2: Região Autónoma dos Açores;2019;84 anos;298
Male;2: Região Autónoma dos Açores;2019;85 anos;250
Male;2: Região Autónoma dos Açores;2019;86 anos;215
Male;2: Região Autónoma dos Açores;2019;87 anos;206
Male;2: Região Autónoma dos Açores;2019;88 anos;170
Male;2: Região Autónoma dos Açores;2019;89 anos;118
Male;2: Região Autónoma dos Açores;2019;90 anos;61
Male;2: Região Autónoma dos Açores;2019;91 anos;35
Male;2: Região Autónoma dos Açores;2019;92 anos;51
Male;2: Região Autónoma dos Açores;2019;93 anos;28
Male;2: Região Autónoma dos Açores;2019;94 anos;21
Male;2: Região Autónoma dos Açores;2019;95 anos;24
Male;2: Região Autónoma dos Açores;2019;96 anos;15
Male;2: Região Autónoma dos Açores;2019;97 anos;0
Male;2: Região Autónoma dos Açores;2019;98 anos;13
Male;2: Região Autónoma dos Açores;2019;99 anos;7
